Species,id,Super_class,Order,Family,Genus,IUCN_Red_List_Category,Common_length,Vertical_Distribution,Vulnerability,LRFI,SHarK,DP,B,GF,all_commercial_level,highly_commercial_only,Fishbase_link
Taeniura grabata,470,chondrichtyen,Rajiformes,Dasyatidae,Taeniura,NA,90,Benthic,NA,1,1,0,1,26,1,0,http://fishbase.org/summary/Taeniura-grabata.html
Taurulus bubalis,471,osteichthyen,Scorpaeniformes,Cottidae,Taurulus,LC,15,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Taurulus-bubalis.html
Terapon puta,194,osteichthyen,Perciformes,Teraponidae,Terapon,NA,10,Demersal,NA,0,0,1,0,1,1,0,http://fishbase.org/summary/Terapon-puta.html
Terapon theraps,639,osteichthyen,Perciformes,Teraponidae,Terapon,LC,12,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Terapon-theraps.html
Tetragonurus cuvieri,609,osteichthyen,Perciformes,Tetragonuridae,Tetragonurus,LC,50,Pelagic,NA,1,0,1,0,17,1,0,http://fishbase.org/summary/Tetragonurus-cuvieri.html
Tetrapturus belone,126,osteichthyen,Perciformes,Istiophoridae,Tetrapturus,LC,200,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Tetrapturus-belone.html
Tetrapturus georgii,49,osteichthyen,Perciformes,Istiophoridae,Tetrapturus,DD,150,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Tetrapturus-georgii.html
Tetronarce nobiliana,478,chondrichtyen,Torpediniformes,Torpedinidae,Tetronarce,LC,140,Demersal,NA,1,1,1,0,0,1,0,http://fishbase.org/summary/Torpedo-nobiliana.html
Tetrosomus gibbosus,195,osteichthyen,Tetraodontiformes,Ostraciidae,Tetrosomus,LC,20,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Tetrosomus-gibbosus.html
Thalassoma pavo,473,osteichthyen,Perciformes,Labridae,Thalassoma,LC,17.5,Benthic,NA,1,0,0,1,6,0,0,http://fishbase.org/summary/Thalassoma-pavo.html
Thorogobius ephippiatus,474,osteichthyen,Perciformes,Gobiidae,Thorogobius,LC,9,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Thorogobius-ephippiatus.html
Thorogobius macrolepis,127,osteichthyen,Perciformes,Gobiidae,Thorogobius,LC,5.5,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Thorogobius-macrolepis.html
Thunnus alalunga,475,osteichthyen,Perciformes,Scombridae,Thunnus,LC,80,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Thunnus-alalunga.html
Thunnus thynnus,476,osteichthyen,Perciformes,Scombridae,Thunnus,LC,200,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Thunnus-thynnus.html
Torpedo marmorata,477,chondrichtyen,Torpediniformes,Torpedinidae,Torpedo,VU,70,Benthic,NA,1,1,0,1,35,0,0,http://fishbase.org/summary/Torpedo-marmorata.html
Torpedo torpedo,479,chondrichtyen,Torpediniformes,Torpedinidae,Torpedo,VU,55,Benthic,NA,1,1,0,1,10,1,0,http://fishbase.org/summary/Torpedo-torpedo.html
Torquigener flavimaculosus,196,osteichthyen,Tetraodontiformes,Tetraodontidae,Torquigener,LC,10,Demersal,NA,0,0,1,0,1,1,0,http://fishbase.org/summary/Torquigener-flavimaculosus.html
Trachinotus ovatus,480,osteichthyen,Perciformes,Carangidae,Trachinotus,LC,35,Pelagic,NA,1,0,1,0,5,1,0,http://fishbase.org/summary/Trachinotus-ovatus.html
Trachinus araneus,481,osteichthyen,Perciformes,Trachinidae,Trachinus,LC,35,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Trachinus-araneus.html
Trachinus draco,482,osteichthyen,Perciformes,Trachinidae,Trachinus,LC,32.5,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Trachinus-draco.html
Trachinus radiatus,483,osteichthyen,Perciformes,Trachinidae,Trachinus,LC,35,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Trachinus-radiatus.html
Trachipterus trachypterus,643,osteichthyen,Lampridiformes,Trachipteridae,Trachipterus,LC,150,Pelagic,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Trachipterus-trachypterus.html
Trachurus mediterraneus,484,osteichthyen,Perciformes,Carangidae,Trachurus,LC,30,Pelagic,NA,1,0,1,0,3,1,1,http://fishbase.org/summary/Trachurus-mediterraneus.html
Trachurus picturatus,485,osteichthyen,Perciformes,Carangidae,Trachurus,LC,40,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Trachurus-picturatus.html
Trachurus trachurus,486,osteichthyen,Perciformes,Carangidae,Trachurus,VU,30,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Trachurus-trachurus.html
Trachyrincus scabrus,574,osteichthyen,Gadiformes,Macrouridae,Trachyrincus,LC,50,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Trachyrincus-scabrus.html
Trachyscorpia cristulata,50,osteichthyen,Scorpaeniformes,Sebastidae,Trachyscorpia,LC,15,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Trachyscorpia-cristulata+cristulata.html
Trichiurus lepturus,596,osteichthyen,Perciformes,Trichiuridae,Trichiurus,LC,130,Pelagic,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Trichiurus-lepturus.html
Trigla lyra,488,osteichthyen,Scorpaeniformes,Triglidae,Trigla,LC,45,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Trigla-lyra.html
Tripterygion delaisi,128,osteichthyen,Perciformes,Tripterygiidae,Tripterygion,LC,6.5,Benthic,NA,0,0,0,1,2,0,0,http://fishbase.org/summary/Tripterygion-delaisi.html
Tripterygion melanurum,129,osteichthyen,Perciformes,Tripterygiidae,Tripterygion,LC,4.25,Benthic,NA,0,0,0,1,2,0,0,http://fishbase.org/summary/Tripterygion-melanurum.html
Tripterygion tripteronotum,130,osteichthyen,Perciformes,Tripterygiidae,Tripterygion,LC,6.5,Benthic,NA,0,0,0,1,2,0,0,http://fishbase.org/summary/Tripterygion-tripteronotum.html
Trisopterus capelanus,NA,osteichthyen,Gadiformes,Gadidae,Trisopterus,LC,32,Demersal,NA,1,0,1,0,1,1,1,
Trisopterus luscus,131,osteichthyen,Gadiformes,Gadidae,Trisopterus,NA,32.5,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Trisopterus-luscus.html
Trisopterus minutus,490,osteichthyen,Gadiformes,Gadidae,Trisopterus,NA,27.5,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Trisopterus-minutus.html
Tylerius spinosissimus,197,osteichthyen,Tetraodontiformes,Tetraodontidae,Tylerius,LC,NA,Demersal,NA,0,0,1,0,1,1,0,http://fishbase.org/summary/Tylerius-spinosissimus.html
Tylosurus acus acus,491,osteichthyen,Beloniformes,Belonidae,Tylosorus,NA,65,Pelagic,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Tylosurus-acus+acus.html
Tylosurus choram,198,osteichthyen,Beloniformes,Belonidae,Tylosorus,NA,60,Pelagic,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Tylosurus-choram.html
Umbrina canariensis,51,osteichthyen,Perciformes,Sciaenidae,Umbrina,LC,40,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Umbrina-canariensis.html
Umbrina cirrosa,492,osteichthyen,Perciformes,Sciaenidae,Umbrina,VU,70,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Umbrina-cirrosa.html
Umbrina ronchus,493,osteichthyen,Perciformes,Sciaenidae,Umbrina,DD,65,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Umbrina-ronchus.html
Upeneus asymmetricus,199,osteichthyen,Perciformes,Mullidae,Upeneus,NA,9,Demersal,NA,1,0,1,0,1,1,0,http://fishbase.org/summary/Upeneus-asymmetricus.html
Upeneus moluccensis,200,osteichthyen,Perciformes,Mullidae,Upeneus,LC,18,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Upeneus-moluccensis.html
Upeneus pori,640,osteichthyen,Perciformes,Mullidae,Upeneus,LC,7,Benthic,NA,0,0,0,1,2,1,0,http://fishbase.org/summary/Upeneus-pori.html
Uranoscopus scaber,593,osteichthyen,Perciformes,Uranoscopidae,Uranoscopus,LC,27.5,Benthic,NA,1,0,0,1,2,0,0,http://fishbase.org/summary/Uranoscopus-scaber.html
Valenciennellus tripunctulatus,525,osteichthyen,Stomiiformes,Sternoptychidae,Valenciennellus,LC,NA,Pelagic,NA,0,0,1,0,5,1,0,http://fishbase.org/summary/Valenciennellus-tripunctulatus.html
Vanneaugobius pruvoti,494,osteichthyen,Perciformes,Gobiidae,Vanneaugobius,LC,3.7,Benthic,NA,0,0,0,1,4,1,0,http://fishbase.org/summary/Vanneaugobius-pruvoti.html
Vinciguerria attenuata,527,osteichthyen,Stomiiformes,Photichthyidae,Vinciguerria,LC,2,Pelagic,NA,0,0,1,0,5,1,0,http://fishbase.org/summary/Vinciguerria-attenuata.html
Vinciguerria poweriae,528,osteichthyen,Stomiiformes,Photichthyidae,Vinciguerria,LC,2,Pelagic,NA,0,0,1,0,5,1,0,http://fishbase.org/summary/Vinciguerria-poweriae.html
Xiphias gladius,495,osteichthyen,Perciformes,Xiphiidae,Xiphias,LC,250,Pelagic,NA,1,0,1,0,3,1,0,http://fishbase.org/summary/Xiphias-gladius.html
Xyrichtys novacula,496,osteichthyen,Perciformes,Labridae,Xyrichtys,LC,27.5,Demersal,NA,1,0,1,0,8,1,0,http://fishbase.org/summary/Xyrichtys-novacula.html
Zebrus zebrus,497,osteichthyen,Perciformes,Gobiidae,Zebrus,LC,5,Benthic,NA,0,0,0,1,2,0,0,http://fishbase.org/summary/Zebrus-zebrus.html
Zenopsis conchifer,626,osteichthyen,Zeiformes,Zeidae,Zenopsis,LC,25,Demersal,NA,1,0,1,0,0,1,0,http://fishbase.org/summary/Zenopsis-conchifer.html
Zeus faber,498,osteichthyen,Zeiformes,Zeidae,Zeus,DD,45,Demersal,NA,1,0,1,0,18,1,0,http://fishbase.org/summary/Zeus-faber.html
Zosterisessor ophiocephalus,132,osteichthyen,Perciformes,Gobiidae,Zosterisessor,NA,19,Benthic,NA,1,0,0,1,2,1,0,http://fishbase.org/summary/Zosterisessor-ophiocephalus.html
Zu cristatus,583,osteichthyen,Lampridiformes,Trachipteridae,Zu,LC,80,Pelagic,NA,1,0,1,0,5,1,0,http://fishbase.org/summary/Zu-cristatus.html
